timestamp_ms,x_g,y_g,z_g,beat_event
69549,0.19529259174486915,-1.7210421911955442,-0.0871976806286717,0
69553,0.19411764705882353,-1.7348058289463644,-0.08602273594262608,0
69557,0.1951247425040055,-1.728091859311818,-0.08820477607385366,0
69561,0.22298771648737314,-1.7210421911955442,-0.09542229343099107,0
69565,0.20368505378805218,-1.7000610360875867,-0.08400854505226214,0
69569,0.20804913405050734,-1.6886472877088579,-0.09122606240939955,0
69573,0.2095597772182803,-1.7027466239414053,-0.08753337911039902,0
69577,0.2073777370870527,-1.6980468451972228,-0.0871976806286717,0
69581,0.21023117418173495,-1.6968719005111772,-0.08786907759212634,0
69584,0.2134203097581445,-1.6821011673151751,-0.08904402227817197,0
69588,0.2159380483710994,-1.703921568627451,-0.08736552986953536,0
69592,0.21493095292591743,-1.7277561608300906,-0.09391165026321813,0
69596,0.2109025711451896,-1.7116426337071793,-0.08921187151903563,0
69600,0.21543450064850841,-1.7228885328450445,-0.09626153963530937,0
69604,0.20804913405050734,-1.6997253376058594,-0.09122606240939955,0
69608,0.20704203860532538,-1.7104676890211337,-0.09710078583962768,0
69612,0.21241321431296253,-1.7047608148317692,-0.0982757305256733,0
69616,0.20888838025482565,-1.692004272526131,-0.09508659494926375,0
69620,0.2040207522697795,-1.679247730220493,-0.09777218280308232,0
69624,0.20032806897077896,-1.6992217898832684,-0.09491874570840009,0
69627,0.20217441062027924,-1.70341802090486,-0.09676508735790035,0
69631,0.19982452124818798,-1.7061036087586785,-0.08971541924162661,0
69635,0.20133516441596092,-1.6946898603799496,-0.08602273594262608,0
69639,0.20385290302891584,-1.6810940718699932,-0.08568703746089876,0
69643,0.20872053101396199,-1.6812619211108568,-0.0855191882200351,0
69647,0.208216983291371,-1.6936827649347677,-0.0855191882200351,0
69651,0.21442740520332645,-1.6780727855344473,-0.0871976806286717,0
69655,0.20637064164187074,-1.687640192263676,-0.08233005264362554,0
69659,0.2109025711451896,-1.695025558861677,-0.07763027389944305,0
69663,0.21224536507209887,-1.694522011139086,-0.08568703746089876,0
69666,0.2159380483710994,-1.7062714579995422,-0.08048371099412527,0
69670,0.2189593347066453,-1.7119783321889066,-0.08316929884794384,0
69674,0.21644159609369037,-1.7257419699397267,-0.09005111772335393,0
69678,0.22281986724650948,-1.702914473182269,-0.09038681620508125,0
69682,0.21375600823987181,-1.6923399710078584,-0.09189745937285419,0
69686,0.2134203097581445,-1.6730373083085373,-0.09508659494926375,0
69690,0.21358815899900815,-1.6752193484397648,-0.09340810254062715,0
69694,0.21308461127641717,-1.6780727855344473,-0.09105821316853589,0
69698,0.208216983291371,-1.686633096818494,-0.09089036392767223,0
69702,0.20469214923323414,-1.7005645838101777,-0.08753337911039902,0
69706,0.20183871213855192,-1.699893186846723,-0.08602273594262608,0
69709,0.20267795834287022,-1.692507820248722,-0.08434424353398946,0
69713,0.2095597772182803,-1.7054322117952239,-0.09189745937285419,0
69717,0.20939192797741663,-1.6812619211108568,-0.09273670557717249,0
69721,0.21778439002059968,-1.7099641412985427,-0.09189745937285419,0
69725,0.21157396810864423,-1.6951934081025406,-0.09172961013199053,0
69729,0.21560234988937207,-1.7153353170061798,-0.09525444419012741,0
69733,0.2150988021667811,-1.736987869077592,-0.09777218280308232,0
69737,0.20469214923323414,-1.7252384222171357,-0.08921187151903563,0
69741,0.20502784771496146,-1.724567025253681,-0.09340810254062715,0
69745,0.20284580758373388,-1.7116426337071793,-0.09055466544594491,0
69749,0.19495689326314183,-1.7277561608300906,-0.08585488670176242,0
69752,0.2023422598611429,-1.7139925230792705,-0.08988326848249027,0
69756,0.20536354619668878,-1.7057679102769512,-0.08988326848249027,0
69760,0.21375600823987181,-1.6921721217669947,-0.09172961013199053,0
69764,0.21375600823987181,-1.6869687953002213,-0.08753337911039902,0
69768,0.21577019913023573,-1.7136568245975432,-0.09055466544594491,0
69772,0.2189593347066453,-1.7079499504081788,-0.09659723811703669,0
69776,0.21963073167009994,-1.703921568627451,-0.09441519798580911,0
69780,0.2189593347066453,-1.7144960708018615,-0.11942473487449454,0
69784,0.208216983291371,-1.7049286640726329,-0.09458304722667277,0
69788,0.21190966659037155,-1.6810940718699932,-0.09525444419012741,0
69791,0.21392385748073547,-1.6710231174181733,-0.09542229343099107,0
69795,0.21358815899900815,-1.6728694590676736,-0.09324025329976349,0
69799,0.21140611886778057,-1.6753871976806285,-0.07830167086289769,0
69803,0.21308461127641717,-1.6747158007171739,-0.09189745937285419,0
69807,0.21274891279468985,-1.6725337605859463,-0.09726863508049134,0
69811,0.21577019913023573,-1.7066071564812695,-0.08770122835126268,0
69815,0.21358815899900815,-1.694522011139086,-0.08904402227817197,0
69819,0.20804913405050734,-1.6859616998550393,-0.08786907759212634,0
69823,0.21274891279468985,-1.6810940718699932,-0.09223315785458151,0
69827,0.21325246051728083,-1.6698481727321277,-0.08434424353398946,0
69831,0.20200656137941558,-1.6852903028915847,-0.08400854505226214,0
69834,0.21023117418173495,-1.6938506141756313,-0.0761196307316701,0
69838,0.2095597772182803,-1.701403830014496,-0.08467994201571678,0
69842,0.20670634012359806,-1.6884794384679942,-0.08434424353398946,0
69846,0.20788128480964368,-1.6857938506141756,-0.08300144960708018,0
69850,0.2100633249408713,-1.6931792172121767,-0.08568703746089876,0
69854,0.2100633249408713,-1.6972075989929045,-0.08602273594262608,0
69858,0.208216983291371,-1.692507820248722,-0.08702983138780804,0
69862,0.20637064164187074,-1.6992217898832684,-0.08937972075989929,0
69866,0.2056992446784161,-1.7059357595178148,-0.09256885633630883,0
69870,0.20435645075150682,-1.7203707942320896,-0.09592584115358205,0
69874,0.20133516441596092,-1.702410925459678,-0.09559014267185473,0
69877,0.19915312428473333,-1.7138246738384069,-0.08820477607385366,0
69881,0.19982452124818798,-1.7101319905394063,-0.08988326848249027,0
69885,0.20251010910200656,-1.694522011139086,-0.09760433356221866,0
69889,0.20519569695582512,-1.6995574883649958,-0.08300144960708018,0
69893,0.20167086289768826,-1.7074464026855878,-0.09525444419012741,0
69897,0.20418860151064316,-1.7252384222171357,-0.09726863508049134,0
69901,0.2048599984740978,-1.7233920805676355,-0.09844357976653696,0
69905,0.20670634012359806,-1.7000610360875867,-0.09693293659876402,0
69909,0.20771343556878002,-1.6983825436789501,-0.09575799191271839,0
69913,0.2040207522697795,-1.684115358205539,-0.09407949950408179,0
