timestamp_ms,x_g,y_g,z_g,beat_event
64221,-0.005421875299231438,-0.01655254049911603,0.0007546242728239672,0
64224,-0.009398455492596214,0.002754870465282444,0.010577561469273272,0
64228,-0.008983140481178653,0.01214500031399135,0.007738620204316371,0
64232,-0.005458791293080467,0.015945060547975398,0.0019138283206541207,0
64236,0.00018436844996683188,0.013512980606170455,0.0014191432828047912,0
64240,0.00480925606079019,4.270911890591478e-05,0.004488799186041004,0
64244,0.007008699180626521,-0.012614528838252426,0.00977822998962724,0
64248,0.008285992708452095,-0.01818367382558872,0.011502932413276795,0
64252,0.007519246414269265,-0.02618147312654928,0.0053315883873008285,0
64256,0.0063700220113538375,-0.03117768510987018,0.0002651850042000581,0
64260,0.00828796082494443,-0.021613118667053843,0.0005470013405665664,0
64264,0.00931658702717475,-0.012738482222113046,0.0024753309970473314,0
64267,0.005921531015730563,-0.00939056824267892,0.0057467646330431055,0
64271,0.0007982780238434684,0.000786876035784978,0.007581003137813014,0
64275,-0.003379666827469263,0.010188961009007791,0.005926883172955755,0
64279,-0.007516862355461229,0.010719821727722678,0.002063615982004441,0
64283,-0.012067776419071197,0.0035022948441509882,-0.002936662772592913,0
64287,-0.016865596789387927,-0.010667132777384403,-0.008020554159200083,0
64291,-0.01881860090262444,-0.021824467339405462,-0.01362748377694889,0
64295,-0.01748174298502958,-0.022843026743358585,-0.015211335784050262,0
64299,-0.01883560837862497,-0.02343596989230834,-0.009910915571895496,0
64303,-0.019576640780631482,-0.025273900409342076,-0.006607457312859749,0
64307,-0.014935883255172588,-0.018014370744527497,-0.009809276458817767,0
64310,-0.009907875336055194,-0.0041214026521729785,-0.013432674994235144,0
64314,-0.007917871224753625,0.0029729143604599884,-0.012866969612741197,0
64318,-0.004982046009231134,0.006777994324312253,-0.011351151058492298,0
64322,0.0011893579862103376,0.01269174674575968,-0.010970404921483073,0
64326,0.006378899270335858,0.0060496273661820865,-0.010431655711739346,0
64330,0.011653240256734532,-0.010049631137276638,-0.008945973353173098,0
64334,0.016101897582634694,-0.01951740338128305,-0.008173718690576898,0
64338,0.012402415067139683,-0.025881420230888352,-0.011054041020551686,0
64342,0.005726777843019004,-0.033175609859132926,-0.015813036791521518,0
64346,0.0034481225837127427,-0.036808001564607284,-0.01846681485094462,0
64350,0.0026284478490783414,-0.0326053442871439,-0.014769469497213944,0
64353,0.0004108613122641991,-0.020314156082755108,-0.0067934075980913555,0
64357,-0.0018262272446937233,-0.010357781749720019,-0.003777848346040197,0
64361,-0.004447837304310087,-0.007413008169121049,-0.006246420027325644,0
64365,-0.008272972363151165,-0.003995639694328368,-0.006415200809984006,0
64369,-0.010062218305306181,0.0012554123125569916,-0.0036662670580371315,0
64373,-0.008046416587460414,0.0032796535986090447,-0.0011065610132115489,0
64377,-0.002238518823414859,-0.0023448406191501903,-0.0006324167366628108,0
64381,0.008161897545705399,-0.012526923077943675,-0.0022680530254845788,0
64385,0.018720726876359173,-0.014279267694629283,-0.0008085594223807002,0
64389,0.02340042705111145,-0.0026309276376688118,0.003485181277025906,0
64392,0.02430978116317295,0.012539064962692414,0.005004318110592432,0
64396,0.023954846600552027,0.022649891269651334,0.0014299268329240056,0
64400,0.020688487659586086,0.025382368403658706,-0.005210332108351257,0
64404,0.01527132408937193,0.01790500415983498,-0.00893134898125178,0
64408,0.0099591977230854,-0.0005359612903013122,-0.008572889078175938,0
64412,0.004638491694782476,-0.009497618411295594,-0.011076002457192063,0
64416,-0.0017204959276809761,0.004597371883059864,-0.018312399255770884,0
64420,-0.008583230497645533,0.01634219930510561,-0.020141911780566707,0
64424,-0.015052593265372782,0.008633499251040622,-0.012475403293768311,0
64428,-0.02051021102177164,-0.004733354480226382,-0.004365156344893012,0
64432,-0.02279162144126723,-0.011239336894401486,0.0025172513577073063,0
64435,-0.02225869572648942,-0.014898329640422148,0.009137444837629571,0
64439,-0.019965318160274137,-0.017408732675161964,0.008967065730121793,0
64443,-0.0156387701232652,-0.012850670322328561,0.004211887004216874,0
64447,-0.012105373955184073,-0.005476609816500222,0.0005218908824215773,0
64451,-0.009324765664735724,-0.003572895291084066,-7.217643278456531e-05,0
64455,-0.0027837582722631815,-0.00774224933881662,0.00418324342810833,0
64459,0.006949034913680263,-0.012819073806692671,0.009487245794084609,0
64463,0.014009651626543107,-0.015027294329462038,0.007753650603773088,0
64467,0.017514308445021776,-0.012154552800865748,0.0008259833020957119,0
64471,0.021789098201956403,0.0007097104068369831,-0.001984577221711026,0
64475,0.021713904181738797,0.01161762589707882,-0.0013165841676920642,0
64478,0.01156587211274962,0.010927344298012898,0.000631273740412247,0
64482,0.0015425922171767859,0.01622292803018377,-0.0027229964607182466,0
64486,-0.0006926395660472595,0.02060611150195868,-0.01643376996085638,0
64490,-0.0005692296758178506,0.00945930929036809,-0.030121954388145633,0
64494,-0.0030282628519606725,-5.4557288747147936e-05,-0.029770333684643602,0
64498,-0.006173545613321618,-0.0006510692430361509,-0.00778908971002909,0
64502,-0.007324229951973238,0.0013139434242255277,0.0240687235138978,0
64506,-0.005228315582706644,0.007760849920393831,0.03928877415118853,0
64510,-0.00018827311827851467,0.012519224332521617,0.024458200348755038,0
64514,0.004055201261594643,0.0025508882161942026,-0.0076316513727472945,0
64517,0.004191038342961972,-0.010408801372261856,-0.03221047992728154,0
64521,-0.0012841275841014577,-0.013708559345204652,-0.03831355338222642,0
64525,-0.008557927638223717,-0.014677547328435736,-0.0342941932340296,0
64529,-0.009842850006234638,-0.01025032670334447,-0.02664611439362599,0
64533,-0.004791105070999557,-0.002980600016349033,-0.013835726356626776,0
64537,0.0010295112768315962,-0.00711139120660409,0.0019359625158047178,0
64541,-0.0010378278247303863,-0.01829999259548476,0.011779335190018114,0
64545,-0.00970539243167523,-0.020557290277608775,0.013018269200664345,0
64549,-0.013124998952581568,-0.008396644773415396,0.009659873570414784,0
64553,-0.013489304097323962,0.0030584091461327567,0.00165855758724473,0
64557,-0.01634925419499611,0.002690929376097717,-0.006129358712226501,0
64560,-0.013975679967794363,-0.006510232520481551,-0.00390178661420551,0
64564,-0.003511349617901671,-0.01199292125387652,0.00665409566910935,0
64568,0.0029989668959373716,-0.001974024671432595,0.014223270799876842,0
64572,-0.007924770034723583,0.003905323723173204,0.011040082257729567,0
64576,-0.028138040485655935,-0.009022877346142266,0.0005559403768287952,0
64580,-0.027415887802515693,-0.02223723000627542,0.0008314989010076157,0
64584,-0.010206136943474275,-0.021180912990781398,0.015336839095043409,0
64588,-0.007191270251711734,-0.01081187033742026,0.02056345398866835,0
64592,-0.013572503083462917,-0.004441323391836338,0.009767081806756756,0
64596,-0.011189057032292116,-0.003435709381933716,0.0009742120160001755,0
64600,-0.0036163588062155805,0.0026030287208502756,0.0015058415973838168,0
64603,-0.0026261673528311658,0.008169073292356721,0.003952475785679838,0
64607,-0.007649598268106961,0.004418701107016254,0.003684816352945236,0
64611,0.0018747188172698603,0.004671957293633344,0.006057483873272512,0
64615,0.020027803943741596,0.01227474403025175,0.009870912832165152,0
64619,0.006340357422711662,0.009952118644648067,0.004810047985971011,0
64623,-0.024331190580412998,-0.0036089599443798193,-0.0020260120945013727,0
64627,-0.032628346631156546,-0.01730031205894944,-0.0005312952131791282,0
